Observation ID,Target name,Target Desc.,RA,Dec,Instrument,Obs. Mode,Proposal,PI Name,Proc. Level,Start Time,Duration (s),Filter,Detector
jw02701-o001_t001_nirspec_g235h-f170lp,2XMM-J100043.1+020637,SREGION=POLYGON ICRS  150.179079242 2.109744172 150.179079242 2.110966394 150.180413480 2.110966394 150.180413480 2.109744172|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Active galaxies; Galaxy nuclei; Interacting galaxies; Quasar-galaxy pairs|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Active galaxies; Galaxy nuclei; Interacting galaxies; Quasar-galaxy pairs|TARGNAME=2XMM J100043.1+020637,150.17974636090466,2.110355283060869,NIRSPEC/IFU,NRS_IFU,2701,"Mueller-Sanchez, Francisco",3,60312.746005740744,35013.336,F170LP;G235H,MULTIPLE
jw01220002001_03101_00004_nrs2,LBQS0302-0019+JIL,SREGION=POLYGON ICRS  46.207370676 -0.137693061 46.207370676 -0.136359727 46.208648457 -0.136359727 46.208648457 -0.137693061|TARGCAT=Galaxy|TARGDESC=High-redshift galaxies; Quasar-galaxy pairs; Quasars|TARGET_DESCRIP=Galaxy; High-redshift galaxies; Quasar-galaxy pairs; Quasars,46.20800956330141,-0.13702639399038605,NIRSPEC/IFU,NRS_IFU,1220,"Luetzgendorf, Nora",1,59801.96109597222,875.333,F170LP;G235H,NRS2
jw04912-o007_t001_nirspec_g395h-f290lp,J1148+5251,SREGION=POLYGON ICRS  177.068101941 52.863280794 177.068101941 52.864669683 177.070586620 52.864669683 177.070586620 52.863280794|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; High-redshift galaxies; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; High-redshift galaxies; Quasars|TARGNAME=J1148+5251,177.0693442806524,52.86397524128111,NIRSPEC/IFU,NRS_IFU,4912,"Carniani, Stefano",3,60772.9621871412,21883.332000000002,F290LP;G395H,MULTIPLE
jw02155-o002_t002_miri_ch1-long,J0900+0214,SREGION=POLYGON ICRS  135.068686650 2.245364060 135.068686650 2.246736283 135.070276761 2.246736283 135.070276761 2.245364060|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,135.06948170586102,2.246050171622713,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",3,60037.3878538662,1653.924,CH1-LONG,MIRIFUSHORT
jw02057008001_03101_00002_nrs2,RM312,SREGION=POLYGON ICRS  212.426200202 52.588487112 212.425947021 52.587611719 212.427344450 52.587472886 212.427597967 52.588348384|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.4267724356043,52.587980038529736,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",2,60015.72669704861,598.144,F100LP;G140M,NRS2
jw02155005001_03102_00003_mirifushort,J1017+4749,SREGION=POLYGON ICRS  154.462099412 47.827136416 154.462099412 47.828436416 154.464250954 47.828436416 154.464250954 47.827136416|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,154.46317518448322,47.827786418664175,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",2,59942.152232280096,166.502,CH12-LONG,MIRIFUSHORT
jw08258017001_xx101_00001_nirspec,J1249+1550,SREGION=POLYGON ICRS 192.41986487413 15.84784568939 192.4192583494 15.84851634956 192.41992591783 15.84908878143 192.42053247799 15.84841833358|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Starburst galaxies|TOO=N,192.41989540232058,15.848467271001935,NIRSPEC/IFU,,8258,"Marques-Chaves, Rui",-1,,1313.0,F100LP;G140M,
jw02057006001_03101_00002_nrs2,RM275,SREGION=POLYGON ICRS  212.465299029 53.526537009 212.465066010 53.525659065 212.466498056 53.525535067 212.466731417 53.526413120|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.46589865483628,53.52603607854119,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",1,60015.677222280094,598.144,F100LP;G140M,NRS2
jw02654001001_03101_00006_nrs2,SDSSJ0841-NIRSPEC,SREGION=POLYGON ICRS  130.373724375 48.429495941 130.374945252 48.429861608 130.374397876 48.430641461 130.373176690 48.430275882|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Emission line galaxies; Quasar-galaxy pairs|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Emission line galaxies; Quasar-galaxy pairs|TARGNAME=SDSSJ0841,130.37406102253297,48.43006872971692,NIRSPEC/IFU,NRS_IFU,2654,"Ishikawa, Yuzo",1,60054.488587465275,364.722,F100LP;G140M,NRS2
jw02057006001_03101_00002_nrs2,RM275,SREGION=POLYGON ICRS  212.465299029 53.526537009 212.465066010 53.525659065 212.466498056 53.525535067 212.466731417 53.526413120|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.46589865483628,53.52603607854119,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",2,60015.677222280094,598.144,F100LP;G140M,NRS2
jw03869-c1021_t023_miri_ch2-short,IRAS-11119+3257,SREGION=POLYGON ICRS  168.660817394 32.691663244 168.660817394 32.693646578 168.663286322 32.693646578 168.663286322 32.691663244|TARGCAT=Galaxy|TARGDESC=Ultraluminous infrared galaxies|TARGET_DESCRIP=Galaxy; Ultraluminous infrared galaxies|TARGNAME=IRAS 11119+3257,168.66205185789036,32.69265491336313,MIRI/IFU,MIR_MRS,3869,"Veilleux, Sylvain",3,60453.4059991088,899.112,CH2-SHORT,MIRIFUSHORT
jw06350011001_03106_00003_mirifushort,J1418+1541,SREGION=POLYGON ICRS  214.710509299 15.684309217 214.710509299 15.685825883 214.712159650 15.685825883 214.712159650 15.684309217|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=J1418+1541,214.71133447576008,15.685067550379939,MIRI/IFU,MIR_MRS,6350,"Kulkarni, Varsha Purushottam",1,60723.59428706019,502.282,CH12-SHORT,MIRIFUSHORT
jw02057-o020_t010_nirspec_g140m-f100lp,RM734,SREGION=POLYGON ICRS  213.607098273 51.633113381 213.607098273 51.634502270 213.609156962 51.634502270 213.609156962 51.633113381|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,213.6081276169414,51.63380782663631,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",3,60036.98431921296,2392.576,F100LP;G140M,NRS1
jw01217-o015_t015_nirspec_g235h-f170lp,1638-COS-3.49-A,SREGION=POLYGON ICRS  150.734791294 2.198868295 150.734791294 2.200257184 150.736292401 2.200257184 150.736292401 2.198868295|TARGCAT=Galaxy|TARGDESC=High-redshift galaxies|TARGET_DESCRIP=Galaxy; High-redshift galaxies,150.73554184607988,2.1995627395502737,NIRSPEC/IFU,NRS_IFU,1217,"Luetzgendorf, Nora",3,60061.061154525465,7002.664,F170LP;G235H,MULTIPLE
jw02457052001_03102_00006_nrs1,SDSS-J083200.20+161500.3,SREGION=POLYGON ICRS  128.000175694 16.249496526 128.000175694 16.250718748 128.001564515 16.250718748 128.001564515 16.249496526|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=SDSS J083200.20+161500.3,128.0008701046853,16.250107637560916,NIRSPEC/IFU,NRS_IFU,2457,"Vayner, Andrey",1,59922.35978313658,729.444,F170LP;G235H,NRS1
jw02057014001_02101_00002_nrs2,RM401,SREGION=POLYGON ICRS  212.487773078 53.846149138 212.489214064 53.845889775 212.489623041 53.846715530 212.488181887 53.846975098|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.48869799884247,53.84643240259803,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",1,60097.41097070602,598.144,F100LP;G140M,NRS2
jw06350003001_04106_00003_mirifushort,J0937+5628,SREGION=POLYGON ICRS  144.407325159 56.476740939 144.407325159 56.478257606 144.409809929 56.478257606 144.409809929 56.476740939|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=J0937+5628,144.4085675458517,56.47749927426135,MIRI/IFU,MIR_MRS,6350,"Kulkarni, Varsha Purushottam",1,60729.51651070602,557.783,CH12-LONG,MIRIFUSHORT
jw02654001001_03101_00006_nrs2,SDSSJ0841-NIRSPEC,SREGION=POLYGON ICRS  130.373724375 48.429495941 130.374945252 48.429861608 130.374397876 48.430641461 130.373176690 48.430275882|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Emission line galaxies; Quasar-galaxy pairs|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Emission line galaxies; Quasar-galaxy pairs|TARGNAME=SDSSJ0841,130.37406102253297,48.43006872971692,NIRSPEC/IFU,NRS_IFU,2654,"Ishikawa, Yuzo",2,60054.488587465275,364.722,F100LP;G140M,NRS2
jw02057-o012_t006_nirspec_g140m-f100lp,RM387,SREGION=POLYGON ICRS  214.770841207 53.897724481 214.770841207 53.899057814 214.772915548 53.899057814 214.772915548 53.897724481|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,214.77187837780323,53.898391148323256,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",3,60035.469440775465,2392.576,F100LP;G140M,NRS1
jw08258009001_xx104_00004_nirspec,J0850+1549,SREGION=POLYGON ICRS 132.66157767031 15.82211632885 132.66249023132 15.82197718451 132.66236091293 15.82112594555 132.66144847116 15.82126490301|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Starburst galaxies|TOO=N,132.66196930902507,15.821621104320583,NIRSPEC/IFU,,8258,"Marques-Chaves, Rui",-1,,948.278,F100LP;G140M,
jw02155-o007_t007_miri_ch1-long,J1138+5245,SREGION=POLYGON ICRS  174.652424078 52.752354682 174.652424078 52.754015793 174.655287964 52.754015793 174.655287964 52.752354682|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,174.65385602113923,52.7531852408492,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",3,59983.0561942162,1587.324,CH1-LONG,MIRIFUSHORT
jw06350009001_04101_00003_mirifushort,J0913+5259,SREGION=POLYGON ICRS  138.252756706 52.990513361 138.252756706 52.992318917 138.255756356 52.992318917 138.255756356 52.990513361|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=J0913+5259,138.25425653209436,52.99141614261494,MIRI/IFU,MIR_MRS,6350,"Kulkarni, Varsha Purushottam",2,60763.427182314816,557.783,CH12-SHORT,MIRIFUSHORT
jw07893012001_xx103_00002_nirspec,RM363,SREGION=POLYGON ICRS 215.30571350297 52.82472634524 215.30472061937 52.82541267143 215.3047868958 52.8254482325 215.3057797489 52.82476192668|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Quasars|TOO=N,215.30525018762359,52.82508729759685,NIRSPEC/SLIT,,7893,"Zhuang, Mingyang",-1,,889.922,F170LP;G235M,
jw05893011002_03101_00001_nrca4,C3D-11_CWEBTILE-4-11,SREGION=POLYGON ICRS  150.187465843 2.127201310 150.204013837 2.121251352 150.210057828 2.137650780 150.193485666 2.143811613|TARGCAT=Galaxy|TARGDESC=Field galaxies|TARGET_DESCRIP=Galaxy; Field galaxies|TARGNAME=C3D-11,150.1987435986983,2.1324916415424298,NIRCAM/IMAGE,NRC_IMAGE,5893,"Kakiichi, Koki",1,60786.178601782405,311.366,F115W,NRCA4
jw02155-o003_t003_miri_ch1-long,J0901+2044,SREGION=POLYGON ICRS  135.343597183 20.745490974 135.343597183 20.747007640 135.345373480 20.747007640 135.345373480 20.745490974|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,135.34448533073737,20.74624930776339,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",3,60051.177176212965,333.004,CH1-LONG,MIRIFUSHORT
jw08258019001_xx104_00004_nirspec,J1316+2614,SREGION=POLYGON ICRS 199.12337024247 26.23468699355 199.12271976456 26.23535765271 199.12343570899 26.23593008562 199.1240862245 26.23525963742|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Starburst galaxies|TOO=N,199.12340298444613,26.235308575243778,NIRSPEC/IFU,,8258,"Marques-Chaves, Rui",-1,,1458.889,F170LP;G235M,
jw06350003001_04106_00003_mirifushort,J0937+5628,SREGION=POLYGON ICRS  144.407325159 56.476740939 144.407325159 56.478257606 144.409809929 56.478257606 144.409809929 56.476740939|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=J0937+5628,144.4085675458517,56.47749927426135,MIRI/IFU,MIR_MRS,6350,"Kulkarni, Varsha Purushottam",2,60729.51651070602,557.783,CH12-LONG,MIRIFUSHORT
jw01205-o001_t001_nirspec_g235m-f170lp,J134040.24+281328.1,SREGION=POLYGON ICRS  205.166735966 28.223816468 205.166735966 28.225260912 205.168564499 28.225260912 205.168564499 28.223816468|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Quasars|TARGNAME=J134040.24+281328.1,205.16765023314065,28.224538691285346,NIRSPEC/IFU,NRS_IFU,1205,"Rieke, George",3,60082.85903950231,7294.444,F170LP;G235M,NRS1
jw06350011001_03106_00003_mirifushort,J1418+1541,SREGION=POLYGON ICRS  214.710509299 15.684309217 214.710509299 15.685825883 214.712159650 15.685825883 214.712159650 15.684309217|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=J1418+1541,214.71133447576008,15.685067550379939,MIRI/IFU,MIR_MRS,6350,"Kulkarni, Varsha Purushottam",2,60723.59428706019,502.282,CH12-SHORT,MIRIFUSHORT
jw02057002001_02101_00004_nrs1,RM032,SREGION=POLYGON ICRS  213.305330089 52.930016238 213.305330089 52.931238460 213.307449922 52.931238460 213.307449922 52.930016238|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,213.30639000663191,52.9306273504815,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",1,60089.40636361111,598.144,F100LP;G140M,NRS1
jw02457001001_04101_00010_nrs2,SDSS-J221524.00-005643.8,SREGION=POLYGON ICRS  333.849369174 -0.946151022 333.849369174 -0.944817688 333.850647127 -0.944817688 333.850647127 -0.946151022|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=SDSS J221524.00-005643.8,333.8500102473982,-0.9454843609330481,NIRSPEC/IFU,NRS_IFU,2457,"Vayner, Andrey",2,59906.805567951385,729.444,F170LP;G235H,NRS2
jw02057008001_03101_00002_nrs2,RM312,SREGION=POLYGON ICRS  212.426200202 52.588487112 212.425947021 52.587611719 212.427344450 52.587472886 212.427597967 52.588348384|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.4267724356043,52.587980038529736,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",1,60015.72669704861,598.144,F100LP;G140M,NRS2
jw07893004001_xx104_00003_nirspec,DES0228,SREGION=POLYGON ICRS 37.11787944145 -4.01280402558 37.11727801867 -4.01211769778 37.11731816463 -4.01208213709 37.11791956909 -4.01276844394|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Quasars|TOO=N,37.11759878791886,-4.012443076792152,NIRSPEC/SLIT,,7893,"Zhuang, Mingyang",-1,,291.778,F170LP;G235M,
jw05645007001_02101_00002_nrs1,J0005-0006,SREGION=POLYGON ICRS  1.467411421 -0.116106181 1.467411421 -0.114772847 1.468689202 -0.114772847 1.468689202 -0.116106181|TARGCAT=Galaxy|TARGDESC=High-redshift galaxies; Quasars|TARGET_DESCRIP=Galaxy; High-redshift galaxies; Quasars,1.4680503114989167,-0.11543951399991456,NIRSPEC/IFU,NRS_IFU,5645,"Farina, Emanuele Paolo",1,60644.84199179398,656.5,F290LP;G395H,NRS1
jw02155008001_03106_00003_mirifushort,J1431+0007,SREGION=POLYGON ICRS  217.786661889 0.122871055 217.786661889 0.124387722 217.788250782 0.124387722 217.788250782 0.122871055|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,217.78745633570676,0.12362938850141082,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",2,60008.07167340278,166.502,CH12-SHORT,MIRIFUSHORT
jw01198011001_02101_00004_nrs2,HB89-1115+080,SREGION=POLYGON ICRS  169.570182525 7.765768859 169.571047140 7.766005637 169.570805933 7.766832055 169.569941137 7.766595400|TARGCAT=Galaxy|TARGDESC=Elliptical galaxies; Quasars|TARGET_DESCRIP=Galaxy; Elliptical galaxies; Quasars|TARGNAME=[HB89] 1115+080,169.57049416646282,7.76630049473917,NIRSPEC/IFU,NRS_IFU,1198,"Stiavelli, Massimo",2,60060.8659612037,3501.334,F100LP;G140M,NRS2
jw02155005001_03102_00003_mirifushort,J1017+4749,SREGION=POLYGON ICRS  154.462099412 47.827136416 154.462099412 47.828436416 154.464250954 47.828436416 154.464250954 47.827136416|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,154.46317518448322,47.827786418664175,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",1,59942.152232280096,166.502,CH12-LONG,MIRIFUSHORT
jw02057-o010_t005_nirspec_g140m-f100lp,RM332,SREGION=POLYGON ICRS  212.181084650 52.827473720 212.181084650 52.828695942 212.182923629 52.828695942 212.182923629 52.827473720|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.18200414004343,52.82808483152218,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",3,60015.77042368056,2392.576,F100LP;G140M,NRS1
jw02654007001_04101_00002_nrs1,SDSSJ0749-NIRSPEC-REPEAT,SREGION=POLYGON ICRS  117.344963082 22.919311331 117.344963082 22.920589109 117.346471030 22.920589109 117.346471030 22.919311331|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Emission line galaxies; Quasar-galaxy pairs|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Emission line galaxies; Quasar-galaxy pairs|TARGNAME=SDSSJ0749-V2,117.34571705555025,22.91995022046346,NIRSPEC/IFU,NRS_IFU,2654,"Ishikawa, Yuzo",1,59906.89169034722,364.722,F100LP;G140M,NRS1
jw02457001001_04101_00010_nrs2,SDSS-J221524.00-005643.8,SREGION=POLYGON ICRS  333.849369174 -0.946151022 333.849369174 -0.944817688 333.850647127 -0.944817688 333.850647127 -0.946151022|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=SDSS J221524.00-005643.8,333.8500102473982,-0.9454843609330481,NIRSPEC/IFU,NRS_IFU,2457,"Vayner, Andrey",1,59906.805567951385,729.444,F170LP;G235H,NRS2
jw01205-o004_t003_nirspec_g235m-f170lp,J073103.12+445949.4,SREGION=POLYGON ICRS  112.761824161 44.996288847 112.761824161 44.997844402 112.764181094 44.997844402 112.764181094 44.996288847|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Quasars|TARGNAME=J073103.12+445949.4,112.76300262645815,44.99706662579923,NIRSPEC/IFU,NRS_IFU,1205,"Rieke, George",3,60004.82300091435,5835.556,F170LP;G235M,NRS1
jw02057004001_03101_00002_nrs2,RM052,SREGION=POLYGON ICRS  213.209317703 53.289205444 213.209299456 53.288316707 213.210738563 53.288316340 213.210757122 53.289205214|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,213.21002823021232,53.288760942629686,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",2,60026.68690930556,598.144,F100LP;G140M,NRS2
jw02057002001_02101_00004_nrs1,RM032,SREGION=POLYGON ICRS  213.305330089 52.930016238 213.305330089 52.931238460 213.307449922 52.931238460 213.307449922 52.930016238|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,213.30639000663191,52.9306273504815,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",2,60089.40636361111,598.144,F100LP;G140M,NRS1
jw02057-o018_t009_nirspec_g140m-f100lp,RM549,SREGION=POLYGON ICRS  214.129799443 54.288114009 214.129799443 54.289558453 214.132369303 54.289558453 214.132369303 54.288114009|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,214.13108437154597,54.28883623407447,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",3,60065.49234456018,2392.576,F100LP;G140M,NRS1
jw02155008001_03106_00003_mirifushort,J1431+0007,SREGION=POLYGON ICRS  217.786661889 0.122871055 217.786661889 0.124387722 217.788250782 0.124387722 217.788250782 0.122871055|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,217.78745633570676,0.12362938850141082,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",1,60008.07167340278,166.502,CH12-SHORT,MIRIFUSHORT
jw07893014001_xx104_00003_nirspec,RM372,SREGION=POLYGON ICRS 213.15263169884 54.03067375045 213.15161024618 54.03136007932 213.15167843026 54.03139564023 213.15269985155 54.03070933169|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Quasars|TOO=N,213.15215508533515,54.0310346937811,NIRSPEC/SLIT,,7893,"Zhuang, Mingyang",-1,,889.922,F100LP;G140M,
jw02155004001_03102_00003_mirifushort,J1007+2853,SREGION=POLYGON ICRS  151.806114321 28.896010979 151.806114321 28.897527645 151.807929188 28.897527645 151.807929188 28.896010979|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,151.8070217552685,28.896769313367717,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",1,59942.08173041666,55.501,CH12-LONG,MIRIFUSHORT
jw08258005001_xx101_00001_nirspec,J0121+0025,SREGION=POLYGON ICRS 20.4837386761 0.42168735605 20.48315519119 0.42235801697 20.4837974006 0.42293044812 20.48438092006 0.42226000134|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Starburst galaxies|TOO=N,20.48376805243759,0.4223089375381918,NIRSPEC/IFU,,8258,"Marques-Chaves, Rui",-1,,1094.167,F170LP;G235M,
jw02057014001_02101_00002_nrs2,RM401,SREGION=POLYGON ICRS  212.487773078 53.846149138 212.489214064 53.845889775 212.489623041 53.846715530 212.488181887 53.846975098|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,212.48869799884247,53.84643240259803,NIRSPEC/IFU,NRS_IFU,2057,"Shen, Yue",2,60097.41097070602,598.144,F100LP;G140M,NRS2
jw08258007001_xx106_00006_nirspec,J0817+3241,SREGION=POLYGON ICRS 124.41223017779 32.68536304804 124.41123317743 32.68506963601 124.4108842019 32.6858782272 124.41188098899 32.68617175346|TARGETCATEGORY=Galaxy|TARGETKEYWORDS=Starburst galaxies|TOO=N,124.41155715852175,32.68562066260534,NIRSPEC/IFU,,8258,"Marques-Chaves, Rui",-1,,1021.222,F100LP;G140M,
jw02155-o006_t006_miri_ch1-long,J1037+0144,SREGION=POLYGON ICRS  159.327393019 1.741094637 159.327393019 1.742611303 159.329054898 1.742611303 159.329054898 1.741094637|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars,159.32822395720095,1.7418529700664467,MIRI/IFU,MIR_MRS,2155,"Kulkarni, Varsha Purushottam",3,60054.26397944445,4095.96,CH1-LONG,MIRIFUSHORT
jw02457003001_03101_00006_nrs1,SDSS-J083448.48+015921.1,SREGION=POLYGON ICRS  128.701369837 1.988604253 128.701369837 1.989826475 128.702703974 1.989826475 128.702703974 1.988604253|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=SDSS J083448.48+015921.1,128.70203690538904,1.989215364054459,NIRSPEC/IFU,NRS_IFU,2457,"Vayner, Andrey",1,59897.007630625,729.444,F170LP;G235H,NRS1
jw01335-c1005_t008_miri_ch1-short,SDSSJ1652-MIRI,SREGION=POLYGON ICRS  253.010233513 17.480561844 253.010233513 17.481861844 253.011823624 17.481861844 253.011823624 17.480561844|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Emission line galaxies; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Emission line galaxies; Quasars|TARGNAME=SDSSJ1652+1728,253.0110285702487,17.481211843166435,MIRI/IFU,MIR_MRS,1335,"Wylezalek, Dominika",3,60015.051665439816,11084.924,CH1-SHORT,MIRIFUSHORT
jw03158003001_08101_00003_mirifulong,XN8144,SREGION=POLYGON ICRS  34.377548603 -4.307967319 34.377548603 -4.305189541 34.380334251 -4.305189541 34.380334251 -4.307967319|TARGCAT=Galaxy|TARGDESC=Active galactic nuclei; Active galaxies; Quasars|TARGET_DESCRIP=Galaxy; Active galactic nuclei; Active galaxies; Quasars|TARGNAME=XN8144,34.37894142659542,-4.30657843044328,MIRI/IFU,MIR_MRS,3158,"Mainieri, Vincenzo",1,60302.526903032405,907.817,CH34-SHORT,MIRIFULONG
jw02457003001_03101_00006_nrs1,SDSS-J083448.48+015921.1,SREGION=POLYGON ICRS  128.701369837 1.988604253 128.701369837 1.989826475 128.702703974 1.989826475 128.702703974 1.988604253|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=SDSS J083448.48+015921.1,128.70203690538904,1.989215364054459,NIRSPEC/IFU,NRS_IFU,2457,"Vayner, Andrey",2,59897.007630625,729.444,F170LP;G235H,NRS1
jw06350009001_04101_00003_mirifushort,J0913+5259,SREGION=POLYGON ICRS  138.252756706 52.990513361 138.252756706 52.992318917 138.255756356 52.992318917 138.255756356 52.990513361|TARGCAT=Galaxy|TARGDESC=Quasars|TARGET_DESCRIP=Galaxy; Quasars|TARGNAME=J0913+5259,138.25425653209436,52.99141614261494,MIRI/IFU,MIR_MRS,6350,"Kulkarni, Varsha Purushottam",1,60763.427182314816,557.783,CH12-SHORT,MIRIFUSHORT
jw01198011001_02101_00004_nrs2,HB89-1115+080,SREGION=POLYGON ICRS  169.570182525 7.765768859 169.571047140 7.766005637 169.570805933 7.766832055 169.569941137 7.766595400|TARGCAT=Galaxy|TARGDESC=Elliptical galaxies; Quasars|TARGET_DESCRIP=Galaxy; Elliptical galaxies; Quasars|TARGNAME=[HB89] 1115+080,169.57049416646282,7.76630049473917,NIRSPEC/IFU,NRS_IFU,1198,"Stiavelli, Massimo",1,60060.8659612037,3501.334,F100LP;G140M,NRS2
